Sample	CSM5FZ4A	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5MCTZ	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCWM	CSM5MCXB	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM6J2H9	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7CZ2F	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEBP	ESM5MEC7	ESM5MEEJ	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8H	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSMA33J1	HSMA33P2	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLHV	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBSE	PSM6XBSG	PSM6XBTZ	PSM7J19X	PSM7J1C2
C3011__NODE_4606_length_8411_cov_8.428674__8411__lantipeptide__ANTISMASH__0_8411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.6840988984326	0	0	0	0	0	0	0	0	0	0	0	10.244895528847	7.79823153894017	0	0	19.0930663074454	0	0	0	0	0	0	0	0	0	0	0	0	3290.27855158718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164.052851551948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8337467150105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_4583_length_8480_cov_7.314896__8480__nrps__ANTISMASH__0_8480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60308664373877	0	0	0	0	0	0	0	3751.18343637188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_3439_length_11034_cov_16.819382__11034__lantipeptide__ANTISMASH__0_11034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63359443006607	0	0	1.51725174425293	0	0	0	0	0	0	0	0	2.90352508621469	1.2303302408978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72034320090717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_3188_length_11870_cov_11.070673__11870__nrps__ANTISMASH__0_11870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.4163053148833	0	18.774620819999	9.99064215978744	22.2673794525617	0	0	0	0	0	0	0	12.9041594075161	15.9332474106512	38.7458687662337	0	0	0	0	0	0	0	0	0	14.9032362123702	0	0	0	0	85.9697184158135	0	41.0492203663504	0	0	0	0	0	0	0	0	0	0	0	0	0	50.370352074497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92219131268383	0	0	0	0	0	0	0	0	32.5505216114178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1547525983208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3011__NODE_1944_length_18488_cov_18.270005__18488__nrps__ANTISMASH__0_18488	0	0.311994488871637	0.452484415467323	1.52632086349324	0	0	0	0	0	0	0	0	0	0	0	0	1.96375144903004	0	0.781746162967976	0	0.603865069592575	0	0	0	0	1.65069489357878	2.00310664006368	0	1.54166615376489	1.43185604512275	0	0	0	0	0	0	0	0	0	0	2.55426609845621	0	0	0	0	5.08567759969921	0	3.3544793658128	0.801738992282162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720292905213063	0	0	1.29117395875859	0	0.401590979264536	0	0	0	0	0	0	0.767737966524476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531563610441241	0	0	0	0	0.503857976478294	0	0	0	0	0	0	0	0	0	1.06397015055031	0	0	0	0	0	0.719351446181885	0	0	0	0
C3011__NODE_1802_length_19751_cov_29.953950__19751__other__ANTISMASH__0_19751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98704360385887	1.0847090600218	1.5972749883214	1.18351987530908	4.49979562687111	0	0	0	0	0	0	6.78571717063196	0	4.02992700174165	0.72367758358887	0	0	0	0	0	0	0	0	0	2.35165459976042	0	0	0	0	0.9622222962056	0	6.66606140360816	1.0148413131143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521941857183064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3010__NODE_134_length_65028_cov_21.6171__41221__arylpolyene__ANTISMASH__4414_45635	0	0	0	0	0	0.36724084210925	0	1.36129208592772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0383534745756	0	0	0	0	0.863554037929866	0	0	0	0	0	0	0	6.32740477976229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06585804491469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4185323016538	0	0	1.4294980970184	0	0	2.81983704228102	0	6.15824088932834	0	0	0	0	0	0	0
C3008__NODE_58_length_80320_cov_9.89467__38512__nrps__ANTISMASH__41808_80320	0	0	0	0	0	0.837825328581105	0	0.693131125705715	0	0	0	0.367827749272537	0	0.541323337105226	0	0	0	0	0	0	0	0	0	0	0	0.469343055007357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76360894415388	1.02968425897935	0.565202613521194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392184173420692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717769772660704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01381347049	0
C3007__NODE_4_length_464848_cov_28.127__53338__nrps__ANTISMASH__242117_295455	0	0	0	0	0	0	0	0	0	0	0	0.886420992083748	10.5048739583946	9.89103415364151	11.3686828359796	0	1.17120818683762	0	2.2303920590736	0.5286281370197	0	0	0.204811573356705	0	0	0	0	0	0.964147595846257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07765083584558	0.603166074557689	0	0.577234438628889	0	0	0	0	3.28055836748059	1.6553613412707	0	0	0	0	0	4.71313222670468	0	0	0	0.717168943032801	0	0	0	0	5.50209912899231	0	0	0	10.3143931651507	0	0	0	0	0	0	0	0.643009324658251	1.1563142299705	0.954587407437367	0	0	0	0	0	0	0	0	0.389510882416562	0.632924266133259	5.69207767368763	1.69299077315556	0	0	0	0	3.67414039275511	0	4.01851383152388	7.39533333638347	7.78578371236895	0	0	0	0	0	0	0	0	3.61658823255957	1.42519472110183	2.60410915099814	0	0	0	0	0	0	0	0	0.887865719090506	0.858438250809782	0	0	0	0	0	0	0.170211226646145	0	0	0	26.5230470934994	0.854987193122805	0	0.862445657093638	0	0	0	0	0	0	1.23232164163221	0.506631922619903
C3007__NODE_35_length_97942_cov_23.2796__52555__nrps-t1pks__ANTISMASH__0_52555	0	0	0	0	0	0	0	0	0	0	0	0.807636995867634	8.75070397962795	8.01163577871507	9.4870277212796	0	0.541625718630066	0	1.0194430668666	0	0	0	0.195508582176207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931809078028772	0	0	0.48901588680079	0	0	0	0	2.22838096740413	1.2904927233621	0	0	0	0	0	3.36395057432978	0	0	0	0.342332242565587	0	0	0	0	0	0	0	0	2.9640112732894	0	0	0	0	0	0	0	0.515796553368763	0.952281073632605	0	0	0	0	0	0	0	0	0	0	0	5.52828972894523	0.929074378122313	0	0	0	0	1.61395863513453	0	3.27427577477859	6.54691714148238	0	0	0	0	0	0	0	0	0	0	1.09119498075848	1.96330229353978	0	0	0	0	0	0	0	0	0	0.687256397312463	0	0	0	0	0	0	0	0.962358180803352	0	0	8.56953366154355	0.695475409810706	0	0.671893081174765	0	0	0	0	0	0	0.748439385334564	0.435596553237204
C3007__NODE_1198_length_7764_cov_13.248__7764__arylpolyene__ANTISMASH__0_7764	44.2829778336523	14.4751692460463	15.2525269875209	11.0888060560282	32.6039415445214	27.7318259505666	36.5201377075083	19.7469422061986	36.9178358928118	45.2169467936961	37.0508490495699	0	0	0	0	18.9679460134853	48.221701284431	226.41793128696	31.4858874082163	58.5867208133985	130.355461908638	56.0134120897121	21.3083609533508	107.678661933096	189.553540949746	24.3384434440839	159.791356428408	111.962476509335	71.017046645105	47.3019091713854	27.6255205684486	47.5998122890394	41.245579981732	75.0462615070384	36.0910893259683	50.0995325117776	20.4499860872921	38.5607580912825	22.9473725771053	65.6985137415007	117.258815823248	0	87.7936357053887	52.6315561158718	98.3784614614342	71.14988598272	57.6179061706197	86.5917919626274	80.7695709096044	41.6945137364562	26.2703804974857	33.8575891206199	71.1238802915433	22.2225603213766	45.6598372042377	37.4266730169569	25.7637436386198	33.0740501430472	31.0353555420874	35.9007550123626	31.8827841407234	52.7088170457747	21.5113896702848	91.1169057965926	49.2819328297014	44.7170155441848	48.3918245276393	32.6017498466032	32.1106391834573	0	0	51.5757957490814	17.5515221750235	21.9479047048742	30.8034716964021	28.0162698715515	72.7207346058392	0	0	0	42.4666317320097	57.6894166145615	39.3594503974439	22.9918098502234	11.9183123901146	26.8815679824343	15.113162338847	44.2887557214284	0	93.5380470291877	17.5169958518126	123.433446086197	68.8186367931307	37.5489823232159	45.445126925126	49.754650953153	15.7365285899572	29.1621514948657	30.0944876626496	25.931995393653	31.9420200109891	28.8984230681437	41.3511002586643	57.0860240492123	48.2198414609778	58.6577566674088	55.1981710226511	372.786517440801	344.506418169346	22.0740991401286	19.0542198120565	46.9847117053511	93.759296546816	82.4260593787447	74.3252981570474	32.8947797878409	76.8320215202646	96.1477436091735	203.932494728038	42.5872399107927	81.3871220214884	21.3365286842011	193.419620815984	64.4320426403012	54.8506458818005	46.4581810555788	71.1844116759273	65.3789955820611	41.3385091108494	19.0907066926792	465.453743614528	46.7562823007723	32.6449764376213	19.415373667545	32.8405104309196	20.477063187958	0	51.7310754031054	21.5099840170492	0	54.4996209565937	20.951667346088	40.7280002527184	55.1707749873931	62.6026581349258	54.7519324402492	131.333374916378	69.064912112734	0	0
C3006__NODE_261_length_62560_cov_12.330790__13477__proteusin-bacteriocin__ANTISMASH__49083_62560	0	0	0	0	1.85671887012655	0	0	0	0	1.47197508014144	2.12212103532137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3006__NODE_250_length_64124_cov_36.227614__37074__arylpolyene__ANTISMASH__27050_64124	0	0	0	0	20.0816072268516	0	0	0	0	1.43878896067505	1.06122012377173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11375846279396	0	0	0	0	0	0	0	0	0	2.11680764584273	0	0	0	8.58211697603829	0	0	0	0	0	0
C3006__NODE_180_length_74936_cov_20.389485__43886__nrps__ANTISMASH__31050_74936	1.08693568577077	0	0	0	2.87363854240433	1.9191579425347	93.327987035086	3.59585868771555	1.93998708376224	3.92055164640366	103.917814441725	0	11.1746227200953	0	1.32194093490706	0	0	0	1.55545880468485	2.40812668216731	0	17.7324481148403	19.1800251166636	0	0	0	0	0	0	0	1.93592974984591	4.45052349423043	5.7031719697685	9.12977590974111	0	3.57913086322096	2.18178697314255	2.70514835879128	4.05128877945505	0	1.68661259571555	8.18276908243835	0	8.02393886830359	6.98042070504392	6.15843341126748	5.22872162137185	0	0	5.1816196097519	28.1359729490142	0	9.81951957246519	1.87197798719716	0	6.69697255430306	11.8454217581627	8.81121536896501	1.81247790614773	5.25015970841324	2.56695128794326	3.56056745556154	0	0	0	8.08076913903294	0	0	1.47759806554856	9.79168628566419	1.62623321918681	87.458378722888	97.4452016582521	3.79372637876479	3.12714663874779	11.5171276493447	0	5.47779888267346	5.81943859355904	4.60424716376008	0	4.23038866681482	1.27225179919532	0	4.27973745477039	6.94442256922569	0	0	30.8881035098967	0	0	0	2.26837564732805	2.2287090789445	10.0161951196839	5.02287906680515	0	4.28556513423726	0	1.2184105162139	0	4.95970202402397	3.4261510976498	2.78501035174651	15.593235201133	0	7.00172516543561	0	0	0	0	0	0	0	0	0	4.04032112598717	15.6720696816806	0	5.42828837717779	2.28538482737142	0	0	0	0	0	2.89897240564025	2.76021668179375	3.3062980153556	103.080180538956	0	7.30035640646048	4.09829252964839	3.37243512944473	0	2.69814828434149	0	0	0	17.8296283314908	3.62001434290459	3.8972922852557	4.32060716068193	0	3.86149206008828	213.067295693709	0	5.51942121580761	0	0
C3006__NODE_160_length_79315_cov_31.125259__41194__arylpolyene__ANTISMASH__8041_49235	0	0	0	0	6.5006069397529	0	0	0	0	4.76723151059553	5.64180968040176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0230427403352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05522430369243	0	0	0	0	0	0	0	0	0	0	0	0	0	5.80565476078688	0	0	0	0	0	0
C3006__NODE_1117_length_24788_cov_37.507904__24788__resorcinol__ANTISMASH__0_24788	0	0	0	0	7.51361552295884	0	0	0	0	5.581169177753	6.80056941382097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.8552510045436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94972164462357	0	0	0	0	0	0	0	0	0	0	0	0.639802968326375	0	5.69088581538859	0	0	0	0	0	0
C3005__NODE_5962_length_5543_cov_3.694606__5543__nrps__ANTISMASH__0_5543	0	0	0	0	0	0	0	0	0	0	0	1.88974945135646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27705615481286	0	0	0	0	0	0	0	0	0	0
C3005__NODE_476_length_38562_cov_6.443789__27131__nrps__ANTISMASH__0_27131	0	0	0	0	0	0	0	0	0	0	0	2.7121776223775	0	0	0.44524546223529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24182652321259	0	0	0	0	0	0	0	0	0	0
C3005__NODE_3448_length_9647_cov_63.888344__9647__arylpolyene__ANTISMASH__0_9647	0	0	0	0	5.97947553543216	0	0	0	0	6.79811961240447	5.52591662762817	8.87514335497505	10.8626136547401	9.84118632270993	9.90999155354688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29500962346243	4.88448630315436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861557423246579	0	0	0	0	0	0	0	0	0	1.24433538672359	0	0	0	0	0	0	0	0
C3005__NODE_2886_length_11367_cov_5.384547__11367__other__ANTISMASH__0_11367	0	0	0	0	0	0	0	0	0	0	0	259.677939934257	0	0	0.775184379383335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45504541580584	0	0	0	0	0	0	0	0	0	0
C3005__NODE_2018_length_15722_cov_6.783813__15722__other__ANTISMASH__0_15722	0	0	0	0	0	0	0	0	0	0	0	1641.81748761208	0	0	0.377852643643383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8068416594937	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1890_length_16574_cov_6.325020__12476__bacteriocin__ANTISMASH__4098_16574	0	0	0	0	0	0	0	0	0	0	0	3.35841013429589	0	0	0.332782484827946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57668164021915	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1588_length_18789_cov_5.949130__17884__hserlactone__ANTISMASH__905_18789	0	0	0	0	0	0	0	0	0	0	0	2.96925684154226	0	0	0.325999731754865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27497503094342	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1446_length_20102_cov_52.371277__20102__arylpolyene__ANTISMASH__0_20102	0	0	0	0	0	0	0	0	0	0	0	0.960712862933724	10.521466946035	10.4449083053644	11.4957269397841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516973787152513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46812861189961	0	0	0	4.34046600276898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41327514141476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1266_length_21891_cov_7.058894__19933__phenazine__ANTISMASH__1958_21891	0	0	0	0	0	0	0	0	0	0	0	209.995771148317	0	0	0.374474293906168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21612148327516	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1181_length_22781_cov_108.577884__22781__arylpolyene__ANTISMASH__0_22781	0	0	0	0	0	0	0	0	0	0	0	23.5220777884797	14.7333440269712	13.2746368746751	16.670855389343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05468816412777	3.52671113379178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260961137748682	0	3.47259541999356	0	0	0	0	0	0	0	0	0
C3005__NODE_1166_length_22930_cov_8.545880__22930__hserlactone__ANTISMASH__0_22930	0	0	0	0	0	0	0	0	0	0	0	1126.29126074391	0	0	0.424729583513801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7699977774248	0	0	0	0	0	0	0	0	0	0
C3005__NODE_1097_length_23837_cov_6.573207__17729__bacteriocin__ANTISMASH__6108_23837	0	0	0	0	0	0	0	0	0	0	0	3.10517282046117	0	0	0.3251129317113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64316457276792	0	0	0	0	0	0	0	0	0	0
