Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
V1.UC31.4__NODE_295_length_68091_cov_23.1594__6231__bacteriocin__ANTISMASH__61860_68091	0	0	0	0	0	0	0	0.68831338418214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45530875676587	0	0	0	0	0	0	0	0	0	0	0	0.349399832981458	2.28987347311792	0	0	0	0	0	0	0	0	8.37956080413582	2.35682432939947	0	0	6.95579506395111	20.9687654036294	0	0	16.8922647655753	0	0	6.79219208408949	0	0	0	0	0	0	0	0	0	0	0	13.7820607233277	32.9545135123988	17.9449498157664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30427924609748	8.91637634526019	4.002123767514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901787586522689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74255771992139	8.74772587932571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12538519099696	0	1.32633498111288	0	3.70891475608623	0	0	0	0	0	0	0	2.19308324400261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC31.4__NODE_1711_length_19262_cov_3.82678__19262__arylpolyene__ANTISMASH__0_19262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28127051708206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679979511715778	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95577807403341	2.12165907675109	1.39736748404405	0	0	0	0	0	0	0	0	0	0	2.96051085556683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761409812987216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1862685743618	0	0.944606849146552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79252205039385	0.668174534606389	0.871021201428337	0.982432253670879	0	0	0	0	0	0	0	0.43766275204812	0	0.487051384762574	0.231375808163009	0	0	0	0	0	0	0.970829415371266	0	0	0.305328123198032	0	0	0	0	0	0.612999107829556	0	0	0	0	0	0	0	0	0	2.16273969213613	2.25122152030225	0.644384589418758	1.39206475038268	0	1.24849209631455	0.749162802784068	0.733591660201206	0	0.753954695771434	0	0	3.26370323872175	1.40686815238611	0.536159469251438	0	0	21.5853239690582	0	3.676087247206	0	0
V1.UC31.4__NODE_1486_length_21753_cov_6.89202__21753__lantipeptide__ANTISMASH__0_21753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822875976308784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.756561717660898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC30.0__NODE_216_length_56051_cov_2.15803__36381__other__ANTISMASH__0_36381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3507816388863	0	0	0	0	0	0	0	0	0.539250814557657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.672860123857225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281487226725649	0	0	0.487286979961851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC30.0__NODE_1721_length_15433_cov_2.04207__15433__nrps__ANTISMASH__0_15433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.558802320320095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC3.0__NODE_1393_length_13520_cov_6.27545__13520__lantipeptide__ANTISMASH__0_13520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508457314351445	0	0	0	1.94443203166604	0	1.0664681660472	0	0	0	0	2.88094529756061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32836451253518	0	0	0	0	0	0	0	0	5.64506517630033	0	0	0	0	0	0	0	0	0	0	0	0	1.84523591712863	34.2353155620264	15.410367191989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3326246047509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6784119961533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53156655091289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.646997474929671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC3.0__NODE_1261_length_14573_cov_2.43264__14573__bacteriocin__ANTISMASH__0_14573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562598116204277	0.631058363654598	0	0.654444274904038	0.395400575694471	0	0	0	0	1.38452037441137	0	0	0	0	0.391387482050349	0	0	0	0	0	0	0	0	1.11206418404291	0	3.64218267733988	0.945952354475674	0	0	0	0.713468385540605	2.2829959631887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.420212659814136	0	0	0	0	0	0	0	0	0	0	1.22727213355194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30836127059376	0	0	0	0	0	0	0	0	0	0	0	0.537579811865998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976770609161808	0	0	0	0	0	0	0	0	0	0	0	1.36198401126928	0	0	0	0	2.18859321727537	0	0	0	0	0
V1.UC29.0__NODE_3334_length_7067_cov_1.16415__7067__lantipeptide__ANTISMASH__0_7067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2501024474807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838757522569493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC29.0__NODE_2159_length_10983_cov_2.64165__10983__other__ANTISMASH__0_10983	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44694143028904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71238391517282	0	0	0	0	0	0	1.81337692142508	0	0.487021548566929	0	0	0	0	0	0	0.841610666429098	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03447335722127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.945216345705321	1.12113323796792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC28.0__NODE_98_length_77500_cov_4.29387__33876__lantipeptide__ANTISMASH__43624_77500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88196282894739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC28.0__NODE_8_length_179307_cov_3.55394__24165__lassopeptide__ANTISMASH__48767_72932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.453566065808751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743815956659634	0	0	0	0	7.80790351712418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35387295259023	0	0	0	0	0	0	0	0	0	0	0.302775402487461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90259477146081	0	1.20235054668753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671519510361105	0	0.886196492849121	0	0	0	0	0	0	1.33474025314639	0	0	0.458075153387441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41665988664998	0	0	0	0	0	0	1.25601281479432	1.63783967928502
V1.UC28.0__NODE_5425_length_5327_cov_5.02466__5327__nrps__ANTISMASH__0_5327	3.02202425228997	1.57120199144519	80.408500248121	2.3922413100294	60.1804330032865	48.2184624167363	70.197190509085	54.5753304844045	56.9095113656811	1.99548422520497	5.29585294850361	0	12.3778445529209	47.3143864726165	2.97214660219321	2.27380476133598	0.55938380545329	50.3101631065808	12.0294386698596	0	0	7.48910607115417	2.38373550553171	6.69881083824153	0	2.62090750089177	5.67923670296711	3.7105967776893	36.6874495178884	87.4506541296835	0	55.8199953594769	41.5175721798616	58.0812415185754	0	0	25.7730707870116	0	0.691836518643216	7.53510006999664	16.9367362591042	59.0238585235433	64.8523526260934	0	47.7246806362547	70.1083997122828	22.3932200476334	0	12.2276525576071	66.2507150262756	57.0570763561617	67.6063608800109	0	46.281085082641	62.5531318522544	49.8146266445817	0	14.4075702191447	17.6166583861472	34.0744817135116	0	0	0	0	0	3.83025047780733	0	0	25.5988315169842	0	0	0	9.79214602655136	24.0878011816046	0	0	15.9768362828559	0	28.990484476383	0	0	0	68.6225576410559	0	0	32.5145258836771	16.8179424015319	13.9268057316562	21.4111401131373	10.7427823236895	0	0	15.2823024940465	18.2602894589487	0	0	0	26.9881721136187	23.5073010000725	45.5989408525953	0	67.7073041196126	13.8175852320623	23.9674488316051	6.23245068144604	3.94982464601416	0	3.63904180641583	0	4.47877429427942	19.7749605286934	7.01581959014176	0	84.0642629734505	35.1790518756461	99.5508069052404	2.33858239955791	16.7654947209612	7.30776494077733	8.81524253824285	18.9689750894404	10.0966547775693	15.5656772848115	3.66790485476347	39.4147636276398	0	25.6112500715672	30.98321943489	32.7508470716487	22.9709051208634	10.9878794413775	14.9497279769187	3.66186525027748	10.0433756235816	3.77940115761443	48.7932528289412	6.0328224491065	3.57075875164002	6.88633419837048	4.94700118143016	3.75618257424928	18.0211068999878	49.9453473778706	1.97269986321135	15.5759622767337	6.35015241623869	0	0	0	0	0	2.17973777455295	0	0	3.71353334774886	13.5184214848011	27.016518275944	36.6101287477766	28.9595908091794	15.059002871964	22.1472297851662	8.60786120033343	0.525833808075395	0	0	0	11.4427518358986	20.8542920046289	14.5520444573673	15.3860568229325	1.1509784340432	18.780792616483	1.73288931780065	1.63609804551963	0	1.86618866452307	1.84271761513342	13.9920872835963	14.3711771108238	16.4241469183122	0	0	4.74164879110684	0	0	0	4.4913111316984	0	0	0	29.9677164605518	2.51794895275127	28.4105486805659	7.01292431618897	1.1583532729849	0	31.6714595414336	98.2437387646789	63.868056994478	0	20.2115778347194	58.9084925196494	20.2799739811671	26.4238930411129	22.5826116026198	15.0730005260669	0	15.2553632500129	32.3129547075509	18.9269416429104	0	9.47223052633005	28.3409058508194	20.4531463281262	0	0	0	0	0	9.8535062712963	0	25.2948148504862	0	0
V1.UC28.0__NODE_2_length_233573_cov_4.95209__30557__nrps__ANTISMASH__0_30557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585898835914757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.996496721819934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57514806662529	0	0	0	1.51299695428678	1.01916913607012	0.77404420647982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC28.0__NODE_1031_length_22935_cov_2.40337__20348__lantipeptide__ANTISMASH__2587_22935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926532482499615	0.355450109334485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.810237802372459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719886533451221	0	0	0	0	0.526617011173442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11582924659389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06964875863408	0	0	0	0	1.87365506701285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC27.0__NODE_784_length_25415_cov_5.89278__25415__other__ANTISMASH__0_25415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46139002218926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC27.0__NODE_2811_length_11073_cov_6.69858__10335__microcin__ANTISMASH__738_11073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0177962349362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC27.0__NODE_221_length_47298_cov_35.7941__47298__nrps__ANTISMASH__0_47298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757809641788996	0	0	0	0	0	0	0	0	0	0
V1.UC27.0__NODE_1555_length_16542_cov_3.43998__16542__lantipeptide__ANTISMASH__0_16542	0	0	0	0	0	0	0	0	0	0	0.379351302300589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.981747220087517	0.399061343057922	0	0	0	0	0	0	0	0.910423448957761	0	0	0	0.911127646107096	0	0	0	0	0	0	0	0	1.03856514562838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18309190844688	0	0	0	0	0	0	0	0	0	0	0	1.01670671436261	0	0	0	0	0.642557537818172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37256036208998	1.1711076715256	0	0	0	0	0	0	0	0	0	0	0.552838508380865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64323132667899	0	0	0	0	3.20964837560616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
