Sample	O2.UC49.0	O2.UC49.2	O2.UC50.0	O2.UC50.2	O2.UC51.0	O2.UC51.2	O2.UC52.0	O2.UC52.2	O2.UC53.0	O2.UC53.2	O2.UC54.0	O2.UC54.2	O2.UC55.0	O2.UC55.2	O2.UC56.0	O2.UC56.2	O2.UC57.0	O2.UC57.2	O2.UC58.0	O2.UC58.2	O2.UC59.0	O2.UC59.2	O2.UC60.0	O2.UC60.2	V1.CD1.0	V1.CD10.0	V1.CD11.0	V1.CD12.0	V1.CD13.0	V1.CD14.0	V1.CD15.0	V1.CD15.3	V1.CD16.0	V1.CD17.0	V1.CD17.4	V1.CD18.0	V1.CD18.3	V1.CD19.0	V1.CD2.0	V1.CD20.4	V1.CD21.0	V1.CD21.4	V1.CD22.0	V1.CD24.0	V1.CD25.0	V1.CD25.4	V1.CD27.0	V1.CD28.0	V1.CD29.0	V1.CD3.0	V1.CD30.0	V1.CD31.0	V1.CD34.0	V1.CD35.0	V1.CD35.1	V1.CD36.0	V1.CD38.0	V1.CD4.0	V1.CD41.0	V1.CD42.0	V1.CD6.0	V1.CD6.4	V1.CD7.0	V1.CD7.4	V1.CD8.0	V1.CD9.0	V1.UC16.0	V1.UC18.0	V1.UC19.0	V1.UC24.0	V1.UC27.0	V1.UC28.0	V1.UC29.0	V1.UC30.0	V1.UC32.0	V1.UC33.0	V1.UC34.0	V1.UC36.0	V1.UC37.0	V1.UC41.0	V1.UC42.0	V1.UC43.0	V1.UC44.0	V1.UC46.0	V1.UC48.0	V1.UC57.0	V1.UC6.0	V1.UC61.0	V1.UC62.0	V1.UC7.0	V1.UC8.0	V1.UC9.0
V1.UC55.0__NODE_306_length_77262_cov_5.08463__51526__nrps__ANTISMASH__25736_77262	0	0	0	0	0	0	0	0	0	0	1.81990395719985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16794774877118	0	0	0	0	0	0	0	0.388900321328193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61159888925602	0.515711872125457	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_2040_length_22357_cov_40.4648__22357__lantipeptide__ANTISMASH__0_22357	0	0.514576123217404	1.46273827543695	1.40768905804022	0.821187144905827	0.295085046126891	0	0	2.25687298265668	2.23580583352744	0.868394036130817	0.907960595202856	0.419068128325232	0.416774085397395	0.687487188275789	1.65256654806431	0.659325772001848	0.612946306924214	0.979644267375243	1.73282625375676	0.572252703392198	3.07303489614192	0.352031383849405	0	0	0	0	0	0	0	0	0	1.71270748582823	5.34618091585849	0	0	1.62315413456284	0.885467901447554	0	0.771046235674014	0	1.27561798730911	1.00384715521564	0.930644224638537	0	2.32608338601889	7.94096608930797	0	0	0	0.657587435736394	0	0.419556439407207	0	14.6749455677522	3.88921359370965	1.23320260284082	0	1.36723072302975	0.291851480780895	0	0.7731266547344	0	0	0	0	0	0	0	0.880944520696474	1.67061949758274	2.02632021795409	0	7.01193205002066	1.16439697714328	2.33311190005712	0	0.53203493232392	0	0.840079333657051	0.936355968914584	0.305323868344953	0	0.804267942338256	0.541804221424231	0.966126103389978	1.38981834707978	0.206542682997445	0	1.10978174678592	3.54304436046166	2.08351263840984
V1.UC55.0__NODE_187_length_98541_cov_9.14563__47600__nrps-ladderane__ANTISMASH__0_47600	0	0	0.258540481005784	0	0	0	0.607550758536041	3.79701316722694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.912377077585687	0	0	0	0	0.429702753910635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597666380129466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC55.0__NODE_1631_length_26730_cov_13.1098__24132__lantipeptide__ANTISMASH__2598_26730	0	0	1.15376003990128	1.43487994125832	0	0	0.516702421349835	3.58392473121494	4.86024866374589	1.86021031329287	1.40964951689724	0.644697435948323	1.68144465475134	2.28803714985145	0	0	1.32269345609704	1.22200906096179	0.504301078676921	0.845726603045678	1.80669510215718	2.42121235744678	0.707297144678965	0	0	0	0	0	0	1.58591524547128	0	1.52913201925374	2.17357368836131	9.52747910808812	7.98143126398809	3.55529811192357	1.76759617237658	4.19189886932812	0	2.14953711002696	0	0.636816765782492	1.37233959471938	0.879097539003354	3.90076493261304	2.97951252744375	11.9824327378807	0.546468769099908	1.69493348729681	0	0.939536029161955	0.949332226360677	2.13392130457857	0	0	2.62738671539514	1.3166673879411	0	1.70817517892817	1.10823027657518	0	0.942844210958271	13.8351803865302	0	0	0	5.69827536606577	0	0	1.29359412767278	3.45643503544302	2.26943955998078	1.3304513463365	4.99255354875395	2.37468059390505	2.47551137857854	2.60466773898217	0.471564009960811	0.562535937483067	1.42023415486197	1.52902290531369	0.596478602545643	1.9356901072827	3.60253474425128	1.5349561004082	0	0	0.170719884615875	0.719218297797742	2.32223705869611	0	0
V1.UC55.0__NODE_120_length_117028_cov_26.7167__22853__lantipeptide__ANTISMASH__65790_88643	0	0	0.747051442303676	0.636695628336256	0	0	0	0.709936958746017	1.20357900388017	0.944747776279341	0	0.559211178993401	1.51847293057613	1.69851643715501	4.20336405327569	6.21519188371529	0.746817546611023	0.605094260476411	0	0	0	1.71936211579281	0	0	0	0	0	0	0	0	0	0	1.14165186774206	0	0	0	1.52038667397152	2.13717561873674	0	0	0	0	0.872596447963549	0	0	0	0	0	0	0	0.514652161230772	1.97732066067884	0	0	5.53289368174874	0	1.77707415976691	0	0.995761146580313	0.613594124023317	0	0	0	0	0	0	0	0	0	0	1.78121367077289	0	0	4.13707877912899	1.59716255087008	0	0	0	0.543464232978099	0	0	0	0.95125099914855	1.18907541877389	0.739548866690111	0	0	0	0.703540365169564	0	0	0
V1.UC54.0__NODE_776_length_46907_cov_48.022__34081__nrps__ANTISMASH__0_34081	0.695775633052519	0.409437776574924	1.21668791825807	0.996931983689655	0	0	0	4.27340926359041	0.886636986837347	0.563054993801529	1.06763934357915	0	0.804618169741143	0	0	0	0	0	0.810810921197527	0.581730523567586	1.0475421630304	1.16709920623081	0	0	0	0	0	0	0	0	0	0.376385292667584	3.95605898754485	0	0	3.38501822376346	2.76668508759356	0.747620506906635	0	0	0	0	0	1.52026196077336	0.718761224844256	0.568754058704222	8.60175493819887	0	1.08296061561666	0	1.07768878569091	0	0.240428489667397	0	0	5.22830895902088	0	0	1.14272539544755	0.754851832776963	0	0	0	0	0	0	1.30259194807098	0	0	1.41064435611409	0.936593686231534	0.336285289597819	0	2.06688828267194	1.5306287292785	0.929123924283335	0	0.932211657950221	0.529679810182398	0	0.78157661045077	1.32801799931836	1.65692874349203	0.630047300030343	0.492626245536234	0.460224008250149	1.22364958290304	0	0.632827767769296	0	4.37272061437989	0
V1.UC54.0__NODE_4360_length_12733_cov_2.7946__7756__bacteriocin__ANTISMASH__4977_12733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC54.0__NODE_4006_length_13892_cov_9.18819__13892__nrps__ANTISMASH__0_13892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.306738812014	0	0	0	1.48423088611411	2.16473465352599	0	0	0	0	0	0	0	0	0	0	0.919801061613609	0	0	0	0	0	0	0	0	0	0.659688352715437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.03799547312361	0	0	1.84777794510132	0	0	0	0	0.700902090743218	0	0	0.790383379210155	0.87763027528602	0	0	0.670201898924535	0	0	23.9387611738314
V1.UC54.0__NODE_299_length_76432_cov_12.8158__43848__other__ANTISMASH__32584_76432	0	0	0	0	0.263867891643971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.84428291733254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99946382359861	0	0.822907709673628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266778585381669	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC54.0__NODE_139_length_105693_cov_4.19711__12301__lantipeptide__ANTISMASH__0_12301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.873657147225552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_903_length_22152_cov_3.94669__22152__arylpolyene__ANTISMASH__0_22152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79743422905735	0	0	0	0	0	0	0	0	0	0	3.07360646664226	0	0	0	0	0	0	0	0	0	0	0	0	2.28096606873723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21806288413774	0	0	0.479353577597766	0	0	0	0	0	0	0.903552046094047	0	0	0	0	0	1.10819956947133	0	0	0	3.5243808897122	0	0
V1.UC53.4__NODE_5631_length_5378_cov_196.093__5378__arylpolyene__ANTISMASH__0_5378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_488_length_31560_cov_5.67386__28910__arylpolyene__ANTISMASH__2650_31560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC53.4__NODE_4720_length_6304_cov_2.09249__6304__other__ANTISMASH__0_6304	8.22221483468285	0	1.70597930958212	2.22926432164565	1.33352230338641	0.416399012532811	0.865357707646925	4.78974018511548	7.15636082872692	4.07147422638697	2.05316047649923	1.56302311739527	2.37468528461119	2.81065010898027	5.12793290566547	7.79590634334583	2.95237957875177	1.80961863304331	0.856026597569022	1.87022286401205	2.60771413081705	3.67446504423439	1.55372151465095	2.67611330280727	0	0	6.35956962541973	0.960388519837265	1.70592330235735	1.33501366862829	1.89837680079535	2.49381787310461	3.72969833723829	2.26180621961577	10.1490959109046	6.79101054451233	3.35539692211534	8.65376631114826	0	2.96758827263415	0	0.969418215495937	1.72707641925165	1.25492524359542	5.18850921864646	2.4270026005531	14.1289948891794	0.942485220664697	2.1985534265371	0	1.41814443718623	1.4210395791575	2.87114077204119	18.5550759681772	30.4534949931789	3.63818128370421	1.86774525830003	0	4.76428122365753	1.91784741167351	0	0.982727760385142	20.6269181712219	29.9825012050861	0	0	0	0	0	1.61836188202591	4.30678195352185	2.46649719048514	1.63551636654397	7.53062244714839	3.53502349380987	5.08555228799082	10.1003033266391	0.933895657264793	0.721622531397244	1.61198784428153	2.3480738252393	1.38521864848509	2.2241390458449	4.69856660402636	2.15693732435417	0.708268191268111	1.18503416484022	0.278389172190385	0.51435761310054	2.56119888645598	6.21099981162867	0
V1.UC53.4__NODE_4573_length_6469_cov_1.87138__6469__nrps__ANTISMASH__0_6469	8.67567153304241	0	1.60188065534964	1.75270155923266	1.36544617457476	0.470272784032863	0.890425861064145	4.72287480730752	5.92572085831955	3.04914472141698	1.23103486588987	0.615561263374328	2.35912735133239	3.32357112520393	5.23252874664346	7.25395137511024	2.50305561169771	1.98355089327025	0.753649830129733	1.21125780997011	2.12135047893215	3.83532461288459	1.22555178421863	0.805493204776774	0	0	0	1.4038388999198	0	1.50446497008576	1.99135424166421	2.92967022226637	3.72157277441412	1.34064787670781	11.4374618606079	6.99511789547383	3.30506003734117	7.52740384582795	0	3.08397785865383	0	1.09584269892784	1.26776177043544	1.1433997820429	5.6025622877736	2.72565601006544	15.4385661107374	0.904469595621534	2.21049167840235	0	1.25323395749793	1.5547588504939	2.8749918212592	21.1683372615934	30.3170935228606	4.03894194404347	1.79213752810428	0	3.15011874836669	1.4865812102029	0	1.08952973634627	23.1198293326838	30.2277617568222	0	0	0	0	0	1.61361827548027	3.31674213439223	2.69790273197766	1.88574895528518	8.34219829866752	3.48481151630522	4.90956813447192	10.875332148341	0.54126937647594	0.499507057093509	1.62385257019664	2.48715569813031	0.790522001926211	2.24978818339486	4.75863942190057	2.323955924309	0.690202918187382	1.14211817266073	0.34824978353869	0.646826154111684	2.20521373612272	6.45298190638606	0
V1.UC53.4__NODE_4088_length_7143_cov_2.74097__7143__lantipeptide__ANTISMASH__0_7143	6.71919845009547	0	1.26856591073813	1.501663559325	1.06989991479871	0.377224590856848	0.721022691136564	4.66789390175085	5.23057474373181	2.56073357034962	1.4673553334383	0	1.85357292307234	2.44447026209073	4.37905721445039	6.25630019291296	1.91772160664091	1.50487879563834	0.828422594293853	1.12757880817842	1.57597112783305	3.08999996740321	1.22575125960448	0.995932725663506	0	0	0	0	0	0	1.42462179936578	2.1873974308129	3.1569019161124	3.06109063340521	9.97626600557803	5.61685142556022	2.58313966488198	6.7332731120971	0	2.99178775922459	0	1.00841136563535	1.11431086804093	1.21182071788594	4.52737983410217	2.27631910027917	12.4822097849827	0.694358083356456	1.7792157458506	0	1.12784291999517	1.3298294761411	2.49616835042245	17.7092854902388	24.5036686764297	3.74909463530606	1.52561375580338	0	2.16335462840128	1.43377979777541	0	1.02000611581238	17.4384637669735	24.4588043647731	0	0	0	0	0	1.40897191204632	2.99586202777457	2.2656367236362	1.39484904646635	6.6876313077476	2.85446344892014	3.42736438264227	8.86545300773873	0.552672208344147	0.72026109745002	1.34587735130179	2.06226360135531	0.767067683215434	2.27160938565459	3.97902195563914	1.96391352193988	0.507442317850427	0	0	0.448291641197412	2.16880733326699	5.00922060987718	0
V1.UC53.4__NODE_127_length_60146_cov_3.19251__32237__nrps__ANTISMASH__27909_60146	0	0	0	0	0	0	0	0	0.469618659471697	0	6.72308359696203	0	0	0	0	0	0	0	0	0	0.632440076749686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44843565005879	0	0	0	0	1.10270174514263	0	0	0	0	0	0.571141348526978	0	0.903137072458814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21119860748612	1.23699186966266	0	0	0.227328301853941	0	0	0	0.258607162444796	0	0	0	0	0	0
V1.UC53.4__NODE_1077_length_19809_cov_14.4938__19809__microcin__ANTISMASH__0_19809	9.86333661350646	7.18261852829182	11.155760643075	16.4213470954973	5.31236438642782	6.84336378183284	0	8.96058074594316	21.3214453691456	15.626034283812	10.3583055594217	9.14047182819768	12.2488556989455	8.6716215643025	7.91291784200419	13.4229620122294	13.7025848759228	16.3118363777565	11.1655119150645	11.7269423104998	19.4551991335902	26.1741167458251	11.3365238418801	11.1805107934726	0	0	0	0	16.4900346178535	9.31592524407066	0	0	10.7291696095365	0	0	0	6.63446609658868	21.6091308774871	0	0	0	0	13.5977974904914	9.02872481540777	0	0	0	0	17.9401499718334	0	13.4354556037661	10.2629930449021	10.287566124203	0	0	13.3699061397916	15.2096321712176	0	12.4725002586592	6.98128672471773	0	0	0	0	0	0	0	0	0	9.77058325164305	20.9975797592555	12.2923059078325	7.78587777603872	0	11.557895503016	31.6359750323445	0	10.6221623119784	9.7409266617256	0	12.9378781130818	14.3670520498715	11.9084322488312	0	10.7781140548888	6.2995191460943	14.8819053012164	10.8644311041626	8.960091090719	0	0	0
V1.UC53.0__NODE_4191_length_9420_cov_4.43374__9420__nrps__ANTISMASH__0_9420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351948308760619	0	0	0	0	0	0.2183046391061	0	0	0	0	0	0	0	0	0	0	0	1.18889127302953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC53.0__NODE_3299_length_11584_cov_3.24712__11584__bacteriocin__ANTISMASH__0_11584	0	0	0	0	4.55826374722366	1.83309034759685	0	0	0	0.345922269065217	0	0.42209999942619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19728001492692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344815541315731	0	0	0	0	0	0	0	0	0	0	0	0	2.23578114586607	0	0	0	0	0	0	0	3.70278203178349	2.61336615446786	0	4.06648978538646	0	0	0	0	1.01977710697467	0	0	0	0	0	0
V1.UC53.0__NODE_3203_length_11936_cov_6.42143__11936__lantipeptide__ANTISMASH__0_11936	0	0	0	0	0	0	0	0	3.37776078893303	0	0.821876501362899	0	0.872480244445094	1.56803796967071	0	0	1.0961876682062	0.85734233397875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88232950918663	0	1.88578921791986	0	1.69404262634206	0	0	0	0	0	0	0	0	0	0.610313835514706	0.931485043367705	0	0	0	2.20289165409703	0	0	1.31629843764232	0	0	0.814645780836616	0	0	0	0	0	0	0	0	0	0	0	1.71860741880783	0	0	0	0	0	0	0	0	0	0	0	1.47797137850164	1.98552150191368	0.701963658357342	0.347845494171266	0	0	0	0	0	0
V1.UC53.0__NODE_167_length_69693_cov_6.58503__43358__arylpolyene__ANTISMASH__4123_47481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC52.1__NODE_77_length_140139_cov_14.3849__41215__arylpolyene__ANTISMASH__13556_54771	0	7.64792139689915	0	0.897668727995002	0.265632222198783	5.61968496696031	0	0	0	0	0	0.794505540371083	0	0	0	0	0	2.04503913766651	0	0	0	0	1.9548761961291	0.610620987487057	0	0	0	0	0	0.955955332741906	0	0	0	0	0	0	0	0	0	8.94146522409044	0	0	3.3148008943676	0	0	0	0	0	0	0	1.40992081664789	11.9102840422313	0	0	0	0	3.19210991895353	0	0	0	0	1.52008688625749	0	0	0	0	0	0	0	0	0.742911904687527	0	0	0	1.09706951825688	0	0	2.73942241679447	0	1.3404882224362	0	0	0.598343823891829	0	0.965341795245606	0	2.66206921061003	0	0	0.989777666952278	3.57052868694015	5.78045310820411
V1.UC52.1__NODE_6135_length_7681_cov_2.82455__7681__bacteriocin__ANTISMASH__0_7681	0	0	0	0	0	0.188980789281431	0	0	0	0	0	0	0	0	0	0	1.02496963489947	0.312796033867872	0.758284254046712	0.498203547341613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80151160361965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956626716648638	0	0	0	2.96980309935005	9.09769042722414	0	0	0.873841487433877	0	0	0	1.0253090315666	0	0.299780510419756	0	0	0	0
V1.UC52.1__NODE_4925_length_9379_cov_3.29794__9379__bacteriocin__ANTISMASH__0_9379	0	0	0.688662648714555	0	0	0.54307527728708	1.19399064108899	0.467267167974028	0	0	0.248561068196899	0.699063616996932	0	0	0	0	1.52402847466665	1.76280556347178	0.253956246308744	0.528466733492561	0	0	2.392288850686	0.283697742582054	0	0	0	0	0	1.67933429428752	0	0	0	0	0	0	0	0	0	0	0	0	0.672861103739521	0	0	0	0	0	0.223735282054712	0	0.462098512627636	0	0.544599643109883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238823213856376	0	0.262386056100852	0	1.05317591775713	0	1.07058158919247	0	0	0	0.337129170610445	0	0	0	0.713204622231811	0	0	0	0	0	0
V1.UC52.1__NODE_475_length_50230_cov_2.94288__14251__lantipeptide__ANTISMASH__0_14251	0	0	1.63250458351824	2.2392440422053	0	0	0	0	4.71084155442658	3.8153858840373	1.25633518393037	0.895455184702669	0	0	0.860376446762256	2.32888007820346	0	0	0	0	0	2.42807759936497	0	0	0	0	0	3.53416766036819	0	0	1.02963752920285	1.35559182921267	0	2.28211646053509	0	0	3.16670235197599	0	0	0.321780804064905	13.8728783934026	2.09724952120544	0.241362066366365	0	5.9735925339914	5.23503874960379	23.1331796568093	0	0	0	0.417420361963484	0.285844005522718	0	21.9265373660858	27.4993725881403	0.92323918692457	1.40142559490612	0	0.804639871929909	0.215595167262152	0	1.37970323683498	0	56.293760317122	0	0	46.9486248007378	0	0	0	0	4.7310139621812	0.846537711976657	1.19654048779256	1.06499223001538	4.58214797045608	1.07726585361634	0	0	2.15484451618241	0.260924950602346	0	0	0	0.604731449705818	0.396545870276128	1.23850796331843	0	0.692026887844106	2.13684659859762	0	0
V1.UC52.1__NODE_309_length_63570_cov_6.1517__21694__terpene__ANTISMASH__16946_38640	0	0	1.33545168223317	0.844337938998192	0.34244591776616	0.522464645977268	0.688787010448474	5.12869021240232	0	0	0	0.968151655195522	0.40424174320124	0	0	0	0	0	1.05332937632211	0.740016764548098	0	0	0	0	0	0	0	0	0	2.42732133207716	0	0	0	0	0	0	0	0.505089896963271	0	0	0	0	0	0	0	19.6924407633245	0	0	0	0	0	0	1.63570846635996	0	0	0	0	2.82177635330672	0	0	31.6474459111849	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90327914757578	0	0	0	0.359475966067897	0	0	0	0	0	0	0	4.04334290453059	0	0	0	0	0
V1.UC52.1__NODE_2938_length_14699_cov_2.0532__14699__resorcinol__ANTISMASH__0_14699	0	0	0.217574616130008	0	1.59240426660622	1.22405662282386	0.337703708195559	1.0343960516998	0.545262665041247	1.47117936218803	0.570958250971316	2.47092621673016	0	0	2.85748888576768	2.32567252228411	0	0	0.750710290155217	0.364472550920695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.212604274591	0	0.983555112442974	0	0	0	0	0	0	0	1.68712150126375	2.20700668924143	0	0	0.510119036405754	0	0	0	0	0	0	0	0	0	1.91038817452265	0	0	0	0	0	0	0	0	1.78036182392332	2.96644893505505	1.74111558126118	0	0	0	0	0	0	0	3.50269492318225	0	1.0101297728606	1.23360964083086	0.353951653559323	0.677007999229689	0	0	3.17527134492389	0	0	0
V1.UC52.1__NODE_2567_length_16180_cov_2.65501__6750__bacteriocin__ANTISMASH__9430_16180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.312225836916131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC52.1__NODE_216_length_76233_cov_8.06455__46165__nrps__ANTISMASH__16646_62811	0	0.679211136174255	4.91995857195816	14.7348905635159	0	0	0	0	0	0	0	0	0	0	1.1297265308504	0.771919277787325	0	0	0	0	0	0	0.458929611693253	0.990631850578357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52637092898092	0	0	0	14.3800294216407	0	0	3.82276154209509	7.23992400169548	7.89994219492134	0	7.91362625653033	12.8114736753885	0	0	0	0	0	0	0.700624688492146	0	39.4655870697809	66.7225200735183	0	0	0	0	0	0	0	0	0	3.46230188591373	0	2.76478209627392	0	0.961993529316565	0	0	0	4.9054358562881	3.34656324645254	1.25733561163047	0	0.257957964652863	0	0.565310417635012	0	0	0	7.27018773186296	1.82544704345441	0
V1.UC52.1__NODE_1_length_435892_cov_13.1268__10318__bacteriocin__ANTISMASH__26278_36596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC52.0__NODE_5901_length_6693_cov_2.53284__6693__other__ANTISMASH__0_6693	0	0	0	0.462790697144641	0.690411267504705	0.324666991089687	0	0	1.29425934639721	0	1.23441880958385	0	0.977582392523246	1.03872023490714	0.279650462107686	1.37873435924025	0	0.263244680487379	0	0	0.63539601913739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641761351873706	0	0	0	0	0.560637432506755	0	0	0	1.3686788524681	0	0.814149898721759	0	0.472327296993251	0	0	0	0	3.56188963431585	0	0	0.902786343370191	0.436919079951308	0	0	0	0	0	0	0	0	0	0.770979005243284	0	0	0	0	0	0	0	0	0.50436684494614	0	0	0.562815712995726	0	0	0	0	0	0	0.741771042770121	0	0	0
V1.UC52.0__NODE_4707_length_8186_cov_5.00332__8186__terpene__ANTISMASH__0_8186	0	0	1.24673771270428	3.60166291567895	0	0	0.298020919831653	1.34824600493642	0.365921848335946	5.80876164416334	0.79967773738106	4.52962559853328	1.51906274663574	1.12843311454912	0	0	0	0	0.386440509904534	0.690073324148423	14.5833765273639	4.583482593367	1.2999450441486	0.440162251860418	0	0	0	0	0.943334489196607	1.16018838932024	0	0	0	0	0	0	0	1.20291574744883	0	0	0	0	0.882045444629225	0.494040221717987	0	0	0.766841074619607	0.355012544479654	1.35199577523763	0	0.570968145629801	0	0.530125639881426	0	0	0	1.23602186815394	0	0.682306940913094	0.224253434089823	0	1.13092017494268	0	0	0	0	0	0	0	1.26313464950352	1.93009584271007	3.8330792747351	0.348423382034656	0	4.58687330885174	0.97957108447025	0	0.362739460832911	1.21949251634338	0	1.65537000028414	0.900811406145724	0.404067914132259	1.55778362963347	0.40941305771577	0	0	0	0.529234887689755	0	0	0
V1.UC52.0__NODE_396_length_45082_cov_11.8857__23700__bacteriocin__ANTISMASH__21382_45082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61233532944215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.UC52.0__NODE_1350_length_21860_cov_2.35538__21860__nrps__ANTISMASH__0_21860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805991146615749	0.929561110643598	2.01146486122227	0	0	0	0	0	0	0	0	1.31765972141923	0	0	0	0	0	0	0	0	2.58045742529116	0	0	0	0	0.958398919245336	6.58147816872336	0	0	0	0	1.25797651731163	0	1.28598609784042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.23919114479468	2.80475227809389	0	0	4.25804147323456	2.2982051697589	0	0	0	0	0.41204835043494	1.86605666414392	0	0	0	0	0	0	0
